ray1,ray2,ray3,ray4,ray5,kartx,kartz,time,action
5.121044023150176,-0.15780820223927422,-0.12730275460301385,-0.04506890254580944,0.08113276612916796,0.9328704770950705,-0.116413666112739,-1.7546801043254274,ACCELERATE
0.9789171574605366,-0.15783796420166346,-0.12731121978441226,-0.04504129072816465,0.08114118968566078,0.9328704770950705,-0.11641369881489246,-1.7469363970736187,ACCELERATE
0.9728513375091637,-0.15783841174996993,-0.12731221568810636,-0.045040872367291186,0.08114218069230665,0.9328704770950705,-0.11641369881489246,-1.7440883094444182,ACCELERATE
0.9719348392276761,-0.1578388592982766,-0.1273127136399534,-0.04504045400641772,0.08114267619562981,0.9328704770950705,-0.11641369881489246,-1.7434264236472201,ACCELERATE
0.9711839731657346,-0.15783975439488973,-0.12731420749549408,-0.04503982646510771,0.08114366720227613,0.9328704770950705,-0.1164135026019717,-1.7361620180463981,ACCELERATE
0.9712097381776637,-0.15784132081396288,-0.12731669725472886,-0.045038153021614034,0.08114614471889149,0.9328708515318528,-0.11641307747397672,-1.7210674502706855,ACCELERATE
0.9714176986310936,-0.15784266345888268,-0.12731918701396408,-0.045036897938993826,0.08114862223550684,0.9328708515318528,-0.11641307747397672,-1.7068651978437526,ACCELERATE
0.9715446833327459,-0.15784400610380248,-0.1273211788213518,-0.04503543367593688,0.08115109975212263,0.9328712259686351,-0.11641199830291257,-1.6918222458199543,ACCELERATE
0.9714213793470834,-0.15784557252287562,-0.12732366858058658,-0.045034178593316675,0.08115308176541483,0.9328712259686351,-0.11641134425984337,-1.677402350869448,ACCELERATE
0.9715097165308418,-0.1578466913936423,-0.12732566038797474,-0.04503292351069647,0.08115506377870703,0.9328716004054173,-0.1164109191318484,-1.663080455701597,ACCELERATE
0.9715244393948008,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640974185432386,-1.6481034116735898,ACCELERATE
0.9714949936668821,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640931672632888,-1.6332416701038508,ACCELERATE
0.9715005147408667,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640889159833391,-1.6189709084342865,ACCELERATE
0.9715262797527964,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640755081004207,-1.604412548237634,ACCELERATE
0.9714765900869325,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640735459712132,-1.5897755660859139,ACCELERATE
0.9715115568888367,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640676595835904,-1.5749030103439168,ACCELERATE
0.9714453040010181,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640585029806218,-1.5604837730119938,ACCELERATE
0.9714894725928968,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.1164058175959087,-1.5460735962027738,ACCELERATE
0.9715373219007657,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640444410546343,-1.5313009984854353,ACCELERATE
0.9714176986310936,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640349574301309,-1.5166247053561812,ACCELERATE
0.9714894725928968,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640349574301309,-1.502075113407306,ACCELERATE
0.9715152376048264,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640274359348353,-1.4876193417096453,ACCELERATE
0.9714765900869325,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640163172026591,-1.4728952616300064,ACCELERATE
0.9714894725928968,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640166442241935,-1.4583607218398151,ACCELERATE
0.9715225990368059,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11640055254920173,-1.4435356607732772,ACCELERATE
0.9714213793470834,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11639940797383065,-1.4291358597239265,ACCELERATE
0.971507876172847,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11639878663291492,-1.4142576046208744,ACCELERATE
0.971458186506983,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11639764205754384,-1.3995976788874709,ACCELERATE
0.9714434636430233,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11639688990801426,-1.385366812745292,ACCELERATE
0.9714287407790636,-0.15784736271610209,-0.1273266562916684,-0.045032505149823,0.08115605478535334,0.9328716004054173,-0.11639587614125703,-1.3707366990543308,ACCELERATE
0.9305930372290017,-0.15784288723303602,-0.12732815014720952,-0.045036897938993826,0.08115754129532282,0.9328716004054173,-0.115122814009232,-1.3559122225376445,ACCELERATE
0.8656523246610166,-0.1578303558804511,-0.12733263171383202,-0.04504840286301244,0.08116249632855353,0.9328719748421997,-0.10934346053479418,-1.3415369725820698,ACCELERATE
0.8328074555250512,-0.15781424414141323,-0.1273361173767609,-0.0450632546740184,0.08116546934849204,0.9328723492789818,-0.0987530643498545,-1.3267567757166576,ACCELERATE
0.28656527796840475,-0.15566019414172147,-0.12692929071778358,-0.04706071866409785,0.08076460716011243,0.9328341567271902,-0.08411518803553888,-1.312184532461025,LEFT_ACCELERATE
0.7506115463963654,-0.08321845881549841,-0.1093172318421714,-0.10680557991266454,0.06709813000597882,0.9315678115295468,-0.06551541312745088,-1.2975041474828084,LEFT_ACCELERATE
0.5601344939184992,0.14819042104958274,-0.0290090518177972,-0.23831146341578,0.02649658771201822,0.9269068224638268,-0.043752457021685405,-1.282984805988764,LEFT_ACCELERATE
-0.9996314789778846,0.6549634663905348,0.16972253440570417,-0.3969482587397457,-0.04562838049357817,0.917035171136012,-0.019817620096060418,-1.2684005794611692,LEFT_ACCELERATE
-1.921682120536368,1.3152538605408108,0.45204977874730046,-0.5309141041784915,-0.18251216450372185,0.9026077474782952,0.006313002923602983,-1.2535413222283007,LEFT_ACCELERATE
-2.2793597456435055,1.788283329982789,0.7152586598761886,-0.6380615533688219,-0.38165148153016354,0.886836470209005,0.03374631622632571,-1.2392644227852923,ACCELERATE
-2.484916507496235,2.0306150738188817,0.9496709856945894,-0.7370417615885099,-0.6182652193785474,0.8704297737201996,0.06471345693403599,-1.2246025972648704,RIGHT_ACCELERATE
-2.537926179182926,1.9006582342883391,1.1136579817955028,-0.8205325768311944,-0.8658226436206877,0.8548187553937218,0.09945952768691267,-1.2095936952699398,RIGHT_ACCELERATE
-2.2859841142463466,1.4737351913928491,1.1664219554045279,-0.863151626546428,-1.0525352328073658,0.8440634332597451,0.1352062189313433,-1.1954453967943284,RIGHT_ACCELERATE
